ACTION,event_pk,Replicate Number,Date,Work Area,Organization,Project,Survey,Sampling Bout,Site ID,Source,Lat,Long,Collection Method,Line Out Depth,Pressure Transducer Depth (m),Acidified,Acidification Method,Volume (ml),part,screen_size,Collected,Preserved,Analyzed,Lab Technician,filter_portion,Project Specific ID,Hakai ID,Weight Before (mg),Weight After (mg),Filter Size (mm),Filter Type,total_beam_n,ug N,%N,delta_air,corr_delta15n,total_beam_c,ug C,%C,delta_pdb,corr_delta13c,C:N,Analyzing Lab,C Flag,N Flag,C:N Flag,Sample Status,Quality Level,Comments,Quality Log
,315327,1,2017-08-08,QUADRA,HAKAI,OCEANOGRAPHY,QOMA1,2,QU39,M,50.0307,-125.0992,,30,29.1348383,TRUE,Immersion,1500,,,2017-08-08 08:40:16,2017-08-08 09:29:30,,"rebecca.piercey,rachel.walker,Finn",1,,QX4799,,,,,,15.48451386,,,9.957067232,,119.031082,,,-25.28352022,,UCDAVISSIF,,SVC,,Collected,Technicianm,,"1: Metadata checked by BK.2: 20m and 20m niskins did not trigger. These depths were done on a separate drop right after drop 2 called drop 5.3: Results uploaded by EM.4: N:Precision decreases for samples containing less than 20ugN."
,315330,1,2017-08-08,QUADRA,HAKAI,OCEANOGRAPHY,QOMA1,5,QU39,M,50.0307,-125.0992,,260,250.1635105,FALSE,None,1500,,,2017-08-08 09:14:04,2017-08-08 09:36:15,,"rebecca.piercey,rachel.walker,Finn",1,,QX4800,,,,,,25.39961159,,,9.784551457,,137.3741948,,,-24.93814087,,UCDAVISSIF,,,,Collected,Technicianm,,"1: Metadata checked by BK.2: Results uploaded by EM."
,315330,1,2017-08-08,QUADRA,HAKAI,OCEANOGRAPHY,QOMA1,5,QU39,M,50.0307,-125.0992,,260,250.1635105,TRUE,Immersion,1500,,,2017-08-08 09:14:04,2017-08-08 09:36:15,,"rebecca.piercey,rachel.walker,Finn",1,,QX4801,,,,,,17.50111614,,,11.42129243,,135.6646966,,,-24.87186408,,UCDAVISSIF,,SVC,,Collected,Technicianm,,"1: N:Precision decreases for samples containing less than 20ugN.2: Metadata checked by BK.3: Results uploaded by EM."
,315328,1,2017-08-08,QUADRA,HAKAI,OCEANOGRAPHY,QOMA1,3,QU39,M,50.0307,-125.0992,,100,96.9563785,FALSE,None,1000,,,2017-08-08 09:27:02,2017-08-08 10:35:49,,"rebecca.piercey,rachel.walker,Finn",1,,QX4802,,,,,,27.98114266,,,10.05624323,,160.1088874,,,-24.72643172,,UCDAVISSIF,,,,Collected,Technicianm,,"1: Metadata checked by BK.2: Results uploaded by EM."
,315328,1,2017-08-08,QUADRA,HAKAI,OCEANOGRAPHY,QOMA1,3,QU39,M,50.0307,-125.0992,,100,96.9563785,TRUE,Immersion,1000,,,2017-08-08 09:27:02,2017-08-08 10:35:49,,"rebecca.piercey,rachel.walker,Finn",1,,QX4803,,,,,,28.43052022,,,7.498541521,,129.6384384,,,-25.32559661,,UCDAVISSIF,,,,Collected,Technicianm,,"1: Metadata checked by BK.2: Results uploaded by EM."
,315977,1,2017-08-15,QUADRA,HAKAI,OCEANOGRAPHY,QOMA4,2,QU39,M,50.0307,-125.0992,,30,28.7690495,FALSE,None,1200,,,2017-08-15 07:58:49,2017-08-15 08:40:57,,"rebecca.piercey,rachel.walker,brianna.knowles,brenna.collicutt",1,,QX4459,,,,,,15.13617119,,,9.192864112,,145.5624313,,,-25.86547375,,UCDAVISSIF,,Precision decreases for samples containing less than 20ugN,,Results,Technicianm,,1: Metadata checked by BK.
,315977,1,2017-08-15,QUADRA,HAKAI,OCEANOGRAPHY,QOMA4,2,QU39,M,50.0307,-125.0992,,30,28.7690495,TRUE,Immersion,1200,,,2017-08-15 07:58:49,2017-08-15 08:40:57,,"rebecca.piercey,rachel.walker,brianna.knowles,brenna.collicutt",1,,QX4477,,,,,,19.50146923,,,17.72657644,,77.83952495,,,-26.06289315,,UCDAVISSIF,Precision decreases for samples containing less than 100ugC,Precision decreases for samples containing less than 20ugN,,Results,Technicianm,,1: Metadata checked by BK.
,315977,1,2017-08-15,QUADRA,HAKAI,OCEANOGRAPHY,QOMA4,2,QU39,M,50.0307,-125.0992,,5,4.2080253,TRUE,Immersion,1000,,,2017-08-15 07:58:49,2017-08-15 08:40:57,,"rebecca.piercey,rachel.walker,brianna.knowles,brenna.collicutt",1,,QX4518,,,,,,62.03856093,,,9.784295715,,274.7980989,,,-24.15583488,,UCDAVISSIF,,,,Results,Technicianm,,1: Metadata checked by BK.
,315977,1,2017-08-15,QUADRA,HAKAI,OCEANOGRAPHY,QOMA4,2,QU39,M,50.0307,-125.0992,,0,,FALSE,None,1000,,,2017-08-15 07:58:49,2017-08-15 08:40:57,,"rebecca.piercey,rachel.walker,brianna.knowles,brenna.collicutt",1,,QX4542,,,,,,64.82662217,,,6.716219801,,343.8613919,,,-23.78519767,,UCDAVISSIF,,,,Results,Technicianm,,1: Metadata checked by BK.
,315977,1,2017-08-15,QUADRA,HAKAI,OCEANOGRAPHY,QOMA4,2,QU39,M,50.0307,-125.0992,,0,,TRUE,Immersion,1000,,,2017-08-15 07:58:49,2017-08-15 08:40:57,,"rebecca.piercey,rachel.walker,brianna.knowles,brenna.collicutt",1,,QX4543,,,,,,74.33538133,,,9.600899633,,331.3407484,,,-23.9191419,,UCDAVISSIF,,,,Results,Technicianm,,1: Metadata checked by BK.
,315977,1,2017-08-15,QUADRA,HAKAI,OCEANOGRAPHY,QOMA4,2,QU39,M,50.0307,-125.0992,,5,4.2080253,FALSE,None,1000,,,2017-08-15 07:58:49,2017-08-15 08:40:57,,"rebecca.piercey,rachel.walker,brianna.knowles,brenna.collicutt",1,,QX4544,,,,,,56.43299652,,,6.608442961,,303.9827249,,,-24.16639249,,UCDAVISSIF,,,,Results,Technicianm,,1: Metadata checked by BK.
,315977,1,2017-08-15,QUADRA,HAKAI,OCEANOGRAPHY,QOMA4,2,QU39,M,50.0307,-125.0992,,260,,FALSE,None,1200,,,2017-08-15 07:58:49,2017-08-15 08:40:57,,"rebecca.piercey,rachel.walker,brianna.knowles,brenna.collicutt",1,,QX4811,,,,,,8.501903482,,,10.49466877,,86.92544969,,,-26.43064694,,UCDAVISSIF,Precision decreases for samples containing less than 100ugC,Contained too little nitrogen,,Results,Technicianm,,1: Metadata checked by BK.
,315977,1,2017-08-15,QUADRA,HAKAI,OCEANOGRAPHY,QOMA4,2,QU39,M,50.0307,-125.0992,,260,,TRUE,Immersion,1200,,,2017-08-15 07:58:49,2017-08-15 08:40:57,,"rebecca.piercey,rachel.walker,brianna.knowles,brenna.collicutt",1,,QX4812,,,,,,10.78857524,,,16.71353093,,77.46771218,,,-26.6696899,,UCDAVISSIF,Precision decreases for samples containing less than 100ugC,Precision decreases for samples containing less than 20ugN,,Results,Technicianm,,1: Metadata checked by BK.
,315965,1,2017-08-15,QUADRA,HAKAI,OCEANOGRAPHY,QOMA4,3,QU39,M,50.0307,-125.0992,,100,97.1493972,FALSE,None,1000,,,2017-08-15 08:27:44,2017-08-15 08:38:05,,"rebecca.piercey,rachel.walker,brianna.knowles,brenna.collicutt",1,,QX4813,,,,,,10.17410829,,,11.94543342,,88.91049903,,,-25.74267462,,UCDAVISSIF,Precision decreases for samples containing less than 100ugC,Precision decreases for samples containing less than 20ugN,,Results,Technicianm,,1: Metadata checked by BK.
,315965,1,2017-08-15,QUADRA,HAKAI,OCEANOGRAPHY,QOMA4,3,QU39,M,50.0307,-125.0992,,100,97.1493972,TRUE,Immersion,1000,,,2017-08-15 08:27:44,2017-08-15 08:38:05,,"rebecca.piercey,rachel.walker,brianna.knowles,brenna.collicutt",1,,QX4814,,,,,,22.1656888,,,23.47623997,,78.58834272,,,-25.84866559,,UCDAVISSIF,Precision decreases for samples containing less than 100ugC,,,Results,Technicianm,,1: Metadata checked by BK.
,318463,1,2017-08-21,QUADRA,HAKAI,OCEANOGRAPHY,QOMA1,2,QU39,M,50.0307,-125.0992,,5,4.0362941,TRUE,Immersion,820,,,2017-08-21 09:44:08,2017-08-21 09:51:13,,"rebecca.piercey,rachel.walker,chris.mackenzie",1,,QX4748,,,,,,64.30610009,,,7.37136264,,383.3354912,,,-25.2959693,,UCDAVISSIF,,,,Collected,Technicianm,,"1: Metadata checked by BK.2: Results uploaded by EM."
,318463,1,2017-08-21,QUADRA,HAKAI,OCEANOGRAPHY,QOMA1,2,QU39,M,50.0307,-125.0992,,5,4.0362941,FALSE,None,820,,,2017-08-21 09:44:08,2017-08-21 09:51:13,,"rebecca.piercey,rachel.walker,chris.mackenzie",1,,QX4749,,,,,,46.72835217,,,6.90409361,,294.4010046,,,-25.25843732,,UCDAVISSIF,,,,Results,Technicianm,,1: Metadata checked by BK.
,318463,1,2017-08-21,QUADRA,HAKAI,OCEANOGRAPHY,QOMA1,2,QU39,M,50.0307,-125.0992,,30,30.3023074,TRUE,Immersion,1000,,,2017-08-21 09:44:08,2017-08-21 09:51:13,,"rebecca.piercey,rachel.walker,chris.mackenzie",1,,QX4750,,,,,,11.71556813,,,8.711561345,,92.1668049,,,-25.74271597,,UCDAVISSIF,SVC,SVC,,Collected,Technicianm,,"1: Metadata checked by BK.2: Results uploaded by EM.3: C:Precision decreases for samples containing less than 100ugC. N:Precision decreases for samples containing less than 20ugN."
,318463,1,2017-08-21,QUADRA,HAKAI,OCEANOGRAPHY,QOMA1,2,QU39,M,50.0307,-125.0992,,30,30.3023074,FALSE,None,1000,,,2017-08-21 09:44:08,2017-08-21 09:51:13,,"rebecca.piercey,rachel.walker,chris.mackenzie",1,,QX4751,,,,,,8.584435763,,,8.296706582,,86.98680781,,,-26.04115658,,UCDAVISSIF,Precision decreases for samples containing less than 100ugC,Contained too little nitrogen,,Results,Technicianm,,1: Metadata checked by BK.
,318463,1,2017-08-21,QUADRA,HAKAI,OCEANOGRAPHY,QOMA1,2,QU39,M,50.0307,-125.0992,,260,255.9030767,TRUE,Immersion,1000,,,2017-08-21 09:44:08,2017-08-21 09:51:13,,"rebecca.piercey,rachel.walker,chris.mackenzie",1,,QX4752,,,,,,10.47281474,,,11.69802102,,123.4080267,,,-26.70697952,,UCDAVISSIF,,SVC,,Collected,Technicianm,,"1: N:Precision decreases for samples containing less than 20ugN.2: Metadata checked by BK.3: Results uploaded by EM."
,318463,1,2017-08-21,QUADRA,HAKAI,OCEANOGRAPHY,QOMA1,2,QU39,M,50.0307,-125.0992,,260,255.9030767,FALSE,None,1000,,,2017-08-21 09:44:08,2017-08-21 09:51:13,,"rebecca.piercey,rachel.walker,chris.mackenzie",1,,QX4753,,,,,,6.550358933,,,10.24384394,,95.17566837,,,-26.59765463,,UCDAVISSIF,Precision decreases for samples containing less than 100ugC,Contained too little nitrogen,,Results,Technicianm,,1: Metadata checked by BK.
,318464,1,2017-08-21,QUADRA,HAKAI,OCEANOGRAPHY,QOMA1,3,QU39,M,50.0307,-125.0992,,100,99.1597223,TRUE,Immersion,1000,,,2017-08-21 10:09:34,2017-08-21 11:13:32,,"rebecca.piercey,rachel.walker,chris.mackenzie",1,,QX4754,,,,,,9.309146953,,,11.938938,,97.06589554,,,-25.86431657,,UCDAVISSIF,SVC,SVC,,Collected,Technicianm,,"1: did not ysi 100m pom2: Metadata checked by BK.3: Results uploaded by EM.4: C:Precision decreases for samples containing less than 100ugC. N:Contains too little nitrogen."
,318464,1,2017-08-21,QUADRA,HAKAI,OCEANOGRAPHY,QOMA1,3,QU39,M,50.0307,-125.0992,,100,99.1597223,FALSE,None,1000,,,2017-08-21 10:09:34,2017-08-21 11:13:32,,"rebecca.piercey,rachel.walker,chris.mackenzie",1,,QX4755,,,,,,7.21168805,,,11.30201771,,76.60956219,,,-26.04131794,,UCDAVISSIF,Precision decreases for samples containing less than 100ugC,Contained too little nitrogen,,Results,Technicianm,,"1: Metadata checked by BK.2: did not ysi 100m pom"
,318463,1,2017-08-21,QUADRA,HAKAI,OCEANOGRAPHY,QOMA1,2,QU39,M,50.0307,-125.0992,,0,,TRUE,Immersion,1000,,,2017-08-21 09:44:08,2017-08-21 09:51:13,,"rebecca.piercey,rachel.walker,chris.mackenzie",1,,QX4822,,,,,,66.19269816,,,7.402668508,,359.3053924,,,-25.3078394,,UCDAVISSIF,,,,Collected,Technicianm,,"1: Metadata checked by BK.2: Results uploaded by EM."
,318463,1,2017-08-21,QUADRA,HAKAI,OCEANOGRAPHY,QOMA1,2,QU39,M,50.0307,-125.0992,,0,,FALSE,None,1000,,,2017-08-21 09:44:08,2017-08-21 09:51:13,,"rebecca.piercey,rachel.walker,chris.mackenzie",1,,QX4823,,,,,,49.01401617,,,6.828336444,,323.6305163,,,-25.1390712,,UCDAVISSIF,,,,Results,Technicianm,,1: Metadata checked by BK.
,321461,1,2017-08-29,QUADRA,HAKAI,OCEANOGRAPHY,QOMA3,2,QU39,M,50.0307,-125.0992,,0,,TRUE,Immersion,1000,,,2017-08-29 08:46:40,2017-08-29 08:55:47,,"rebecca.piercey,rachel.walker",1,,QX4827,,,,,,48.9375875,,,5.506792806,,269.5355182,,,-25.73228268,,UCDAVISSIF,,,,Results,Technicianm,,1: Metadata checked by BK.
,321461,1,2017-08-29,QUADRA,HAKAI,OCEANOGRAPHY,QOMA3,2,QU39,M,50.0307,-125.0992,,0,,FALSE,None,1000,,,2017-08-29 08:46:40,2017-08-29 08:55:47,,"rebecca.piercey,rachel.walker",1,,QX4828,,,,,,62.48164411,,,5.533438887,,348.491301,,,-25.23647758,,UCDAVISSIF,,,,Results,Technicianm,,1: Metadata checked by BK.
,321461,1,2017-08-29,QUADRA,HAKAI,OCEANOGRAPHY,QOMA3,2,QU39,M,50.0307,-125.0992,,5,4.0669512,TRUE,Immersion,1000,,,2017-08-29 08:46:40,2017-08-29 08:55:47,,"rebecca.piercey,rachel.walker",1,,QX4829,,,,,,66.49852861,,,4.504456305,,322.0518009,,,-26.38149913,,UCDAVISSIF,,,,Results,Technicianm,,1: Metadata checked by BK.
,321461,1,2017-08-29,QUADRA,HAKAI,OCEANOGRAPHY,QOMA3,2,QU39,M,50.0307,-125.0992,,5,4.0669512,FALSE,None,1000,,,2017-08-29 08:46:40,2017-08-29 08:55:47,,"rebecca.piercey,rachel.walker",1,,QX4830,,,,,,66.65240562,,,4.455572253,,324.0739678,,,-26.31800152,,UCDAVISSIF,,,,Results,Technicianm,,1: Metadata checked by BK.
,321461,1,2017-08-29,QUADRA,HAKAI,OCEANOGRAPHY,QOMA3,2,QU39,M,50.0307,-125.0992,,30,,TRUE,Immersion,1300,,,2017-08-29 08:46:40,2017-08-29 08:55:47,,"rebecca.piercey,rachel.walker",1,,QX4831,,,,,,17.14430627,,,8.543950317,,129.1457674,,,-25.87672901,,UCDAVISSIF,,Precision decreases for samples containing less than 20ugN,,Results,Technicianm,,1: Metadata checked by BK.
,321461,1,2017-08-29,QUADRA,HAKAI,OCEANOGRAPHY,QOMA3,2,QU39,M,50.0307,-125.0992,,30,,FALSE,None,1300,,,2017-08-29 08:46:40,2017-08-29 08:55:47,,"rebecca.piercey,rachel.walker",1,,QX4832,,,,,,18.28330264,,,8.420503809,,128.1335644,,,-25.32337321,,UCDAVISSIF,,Precision decreases for samples containing less than 20ugN,,Results,Technicianm,,1: Metadata checked by BK.
,321461,1,2017-08-29,QUADRA,HAKAI,OCEANOGRAPHY,QOMA3,2,QU39,M,50.0307,-125.0992,,260,255.4941334,TRUE,Immersion,1500,,,2017-08-29 08:46:40,2017-08-29 08:55:47,,"rebecca.piercey,rachel.walker",1,,QX4833,,,,,,8.646676598,,,10.64568647,,96.4203058,,,-25.68712368,,UCDAVISSIF,Precision decreases for samples containing less than 100ugC,Contained too little nitrogen,,Results,Technicianm,,1: Metadata checked by BK.
,321461,1,2017-08-29,QUADRA,HAKAI,OCEANOGRAPHY,QOMA3,2,QU39,M,50.0307,-125.0992,,260,255.4941334,FALSE,None,1500,,,2017-08-29 08:46:40,2017-08-29 08:55:47,,"rebecca.piercey,rachel.walker",1,,QX4834,,,,,,10.61201149,,,11.32391808,,114.3407047,,,-25.11301752,,UCDAVISSIF,,Precision decreases for samples containing less than 20ugN,,Results,Technicianm,,1: Metadata checked by BK.
,321462,1,2017-08-29,QUADRA,HAKAI,OCEANOGRAPHY,QOMA3,3,QU39,M,50.0307,-125.0992,,100,97.45643,TRUE,Immersion,1700,,,2017-08-29 09:15:53,2017-08-29 09:44:31,,"rebecca.piercey,rachel.walker",1,,QX4835,,,,,,11.49006626,,,9.548011899,,111.0297355,,,-25.57575746,,UCDAVISSIF,,Precision decreases for samples containing less than 20ugN,,Results,Technicianm,,1: Metadata checked by BK.
,321462,1,2017-08-29,QUADRA,HAKAI,OCEANOGRAPHY,QOMA3,3,QU39,M,50.0307,-125.0992,,100,97.45643,FALSE,None,1700,,,2017-08-29 09:15:53,2017-08-29 09:44:31,,"rebecca.piercey,rachel.walker",1,,QX4836,,,,,,11.83228681,,,11.29316886,,109.2708295,,,-25.12328138,,UCDAVISSIF,,Precision decreases for samples containing less than 20ugN,,Results,Technicianm,,1: Metadata checked by BK.
,326178,1,2017-09-05,QUADRA,HAKAI,OCEANOGRAPHY,QOMA1,2,QU39,M,50.0307,-125.0992,,30,29.7221945,FALSE,None,1800,,,2017-09-05 09:35:50,2017-09-05 09:44:40,,rebecca.piercey,1,,QX4516,,,,,,13.66360707,,,9.104037981,,127.2733863,,,-25.6184802,,UCDAVISSIF,,Precision decreases for samples containing less than 20ugN,,Results,Technicianm,,1: Metadata checked by BK.
,326178,1,2017-09-05,QUADRA,HAKAI,OCEANOGRAPHY,QOMA1,2,QU39,M,50.0307,-125.0992,,260,256.3883038,TRUE,Immersion,1800,,,2017-09-05 09:35:50,2017-09-05 09:44:40,,rebecca.piercey,1,,QX4517,,,,,,15.112824,,,12.59914055,,145.7296769,,,-25.88974687,,UCDAVISSIF,,SVC,,Collected,Technicianm,,"1: N:Precision decreases for samples containing less than 20ugN.2: Metadata checked by BK.3: Results uploaded by EM."
,326178,1,2017-09-05,QUADRA,HAKAI,OCEANOGRAPHY,QOMA1,2,QU39,M,50.0307,-125.0992,,0,,TRUE,Immersion,1200,,,2017-09-05 09:35:50,2017-09-05 09:44:40,,rebecca.piercey,1,,QX4839,,,,,,58.61056643,,,8.041508224,,378.204533,,,-22.10945944,,UCDAVISSIF,,,,Collected,Technicianm,,"1: Metadata checked by BK.2: Results uploaded by EM."
,326178,1,2017-09-05,QUADRA,HAKAI,OCEANOGRAPHY,QOMA1,2,QU39,M,50.0307,-125.0992,,0,,FALSE,None,1200,,,2017-09-05 09:35:50,2017-09-05 09:44:40,,rebecca.piercey,1,,QX4840,,,,,,49.89107906,,,7.800235494,,396.2770856,,,-20.86038438,,UCDAVISSIF,,,,Results,Technicianm,,1: Metadata checked by BK.
,326178,1,2017-09-05,QUADRA,HAKAI,OCEANOGRAPHY,QOMA1,2,QU39,M,50.0307,-125.0992,,5,4.0191165,TRUE,Immersion,1400,,,2017-09-05 09:35:50,2017-09-05 09:44:40,,rebecca.piercey,1,,QX4841,,,,,,49.96020664,,,7.531771595,,308.3794331,,,-23.19461731,,UCDAVISSIF,,,,Collected,Technicianm,,"1: Metadata checked by BK.2: Results uploaded by EM."
,326178,1,2017-09-05,QUADRA,HAKAI,OCEANOGRAPHY,QOMA1,2,QU39,M,50.0307,-125.0992,,5,4.0191165,FALSE,None,1400,,,2017-09-05 09:35:50,2017-09-05 09:44:40,,rebecca.piercey,1,,QX4842,,,,,,33.77245724,,,6.993957251,,217.5554048,,,-22.62498857,,UCDAVISSIF,,,,Results,Technicianm,,1: Metadata checked by BK.
,326178,1,2017-09-05,QUADRA,HAKAI,OCEANOGRAPHY,QOMA1,2,QU39,M,50.0307,-125.0992,,30,29.7221945,TRUE,Immersion,1800,,,2017-09-05 09:35:50,2017-09-05 09:44:40,,rebecca.piercey,1,,QX4843,,,,,,16.88859306,,,9.855597729,,146.458548,,,-26.48050655,,UCDAVISSIF,,SVC,,Collected,Technicianm,,"1: N:Precision decreases for samples containing less than 20ugN.2: Metadata checked by BK.3: Results uploaded by EM."
,326178,1,2017-09-05,QUADRA,HAKAI,OCEANOGRAPHY,QOMA1,2,QU39,M,50.0307,-125.0992,,260,256.3883038,FALSE,None,1800,,,2017-09-05 09:35:50,2017-09-05 09:44:40,,rebecca.piercey,1,,QX4844,,,,,,11.73763561,,,12.35873065,,125.3632069,,,-25.9901088,,UCDAVISSIF,,Precision decreases for samples containing less than 20ugN,,Results,Technicianm,,1: Metadata checked by BK.
,326179,1,2017-09-05,QUADRA,HAKAI,OCEANOGRAPHY,QOMA1,3,QU39,M,50.0307,-125.0992,,100,99.6006797,TRUE,Immersion,1800,,,2017-09-05 10:02:12,2017-09-05 10:32:44,,rebecca.piercey,1,,QX4845,,,,,,14.62410675,,,11.73513193,,138.3929305,,,-25.31582435,,UCDAVISSIF,,SVC,,Collected,Technicianm,,"1: N:Precision decreases for samples containing less than 20ugN.2: Metadata checked by BK.3: Results uploaded by EM."
,326179,1,2017-09-05,QUADRA,HAKAI,OCEANOGRAPHY,QOMA1,3,QU39,M,50.0307,-125.0992,,100,99.6006797,FALSE,None,1800,,,2017-09-05 10:02:12,2017-09-05 10:32:44,,rebecca.piercey,1,,QX4846,,,,,,11.74592419,,,11.43341294,,107.6619541,,,-25.36181028,,UCDAVISSIF,,Precision decreases for samples containing less than 20ugN,,Results,Technicianm,,1: Metadata checked by BK.
,338095,1,2017-09-12,QUADRA,HAKAI,OCEANOGRAPHY,QOMA4,2,QU39,M,50.0307,-125.0992,,0,,TRUE,Immersion,1500,,,2017-09-12 08:52:29,2017-09-12 09:08:16,,rebecca.piercey,1,,QX4763,,,,,,65.50639122,,,4.97908111,,324.096677,,,-25.95821161,,UCDAVISSIF,,,,Results,Technicianm,,"1: Metadata checked by BK.2: 30m pom not YSIed right away, put in cooler first"
,338095,1,2017-09-12,QUADRA,HAKAI,OCEANOGRAPHY,QOMA4,2,QU39,M,50.0307,-125.0992,,0,,FALSE,None,1500,,,2017-09-12 08:52:29,2017-09-12 09:08:16,,rebecca.piercey,1,,QX4764,,,,,,72.19198992,,,5.105926194,,358.28103,,,-25.79234159,,UCDAVISSIF,,,,Results,Technicianm,,"1: Metadata checked by BK.2: 30m pom not YSIed right away, put in cooler first"
,338095,1,2017-09-12,QUADRA,HAKAI,OCEANOGRAPHY,QOMA4,2,QU39,M,50.0307,-125.0992,,5,3.53632,FALSE,None,1500,,,2017-09-12 08:52:29,2017-09-12 09:08:16,,rebecca.piercey,1,,QX4854,,,,,,71.75000867,,,5.118475208,,346.7369994,,,-25.71034087,,UCDAVISSIF,,,,Results,Technicianm,,"1: Metadata checked by BK.2: 30m pom not YSIed right away, put in cooler first"
,338095,1,2017-09-12,QUADRA,HAKAI,OCEANOGRAPHY,QOMA4,2,QU39,M,50.0307,-125.0992,,5,3.53632,TRUE,Immersion,1500,,,2017-09-12 08:52:29,2017-09-12 09:08:16,,rebecca.piercey,1,,QX4855,,,,,,87.03238518,,,5.686944354,,417.3632135,,,-25.72711174,,UCDAVISSIF,,,,Collected,Technicianm,,"1: 30m pom not YSIed right away, put in cooler first2: Metadata checked by BK.3: Results uploaded by EM."
,338095,1,2017-09-12,QUADRA,HAKAI,OCEANOGRAPHY,QOMA4,2,QU39,M,50.0307,-125.0992,,30,26.140145,FALSE,None,1500,,,2017-09-12 08:52:29,2017-09-12 09:08:16,,rebecca.piercey,1,,QX4856,,,,,,16.83752767,,,8.021107472,,125.0219355,,,-25.08189547,,UCDAVISSIF,,Precision decreases for samples containing less than 20ugN,,Results,Technicianm,,"1: Metadata checked by BK.2: 30m pom not YSIed right away, put in cooler first"
,338095,1,2017-09-12,QUADRA,HAKAI,OCEANOGRAPHY,QOMA4,2,QU39,M,50.0307,-125.0992,,30,26.140145,TRUE,Immersion,1500,,,2017-09-12 08:52:29,2017-09-12 09:08:16,,rebecca.piercey,1,,QX4857,,,,,,15.10203314,,,8.042396528,,120.9894357,,,-25.9592805,,UCDAVISSIF,,Precision decreases for samples containing less than 20ugN,,Results,Technicianm,,"1: Metadata checked by BK.2: 30m pom not YSIed right away, put in cooler first"
,338096,1,2017-09-12,QUADRA,HAKAI,OCEANOGRAPHY,QOMA4,3,QU39,M,50.0307,-125.0992,,100,96.1166947,FALSE,None,1500,,,2017-09-12 09:29:24,2017-09-12 12:52:09,,rebecca.piercey,1,,QX4858,,,,,,11.94022666,,,10.4450857,,104.3814475,,,-25.05066327,,UCDAVISSIF,,Precision decreases for samples containing less than 20ugN,,Results,Technicianm,,1: Metadata checked by BK.
,338096,1,2017-09-12,QUADRA,HAKAI,OCEANOGRAPHY,QOMA4,3,QU39,M,50.0307,-125.0992,,100,96.1166947,TRUE,Immersion,1300,,,2017-09-12 09:29:24,2017-09-12 12:52:09,,rebecca.piercey,1,,QX4859,,,,,,10.2667797,,,10.43832097,,95.48290176,,,-26.02112069,,UCDAVISSIF,Precision decreases for samples containing less than 100ugC,Precision decreases for samples containing less than 20ugN,,Results,Technicianm,,1: Metadata checked by BK.
,338095,1,2017-09-12,QUADRA,HAKAI,OCEANOGRAPHY,QOMA4,2,QU39,M,50.0307,-125.0992,,260,243.0294037,FALSE,None,1500,,,2017-09-12 08:52:29,2017-09-12 09:08:16,,rebecca.piercey,1,,QX4867,,,,,,7.753207352,,,11.40372755,,92.42014483,,,-26.44153501,,UCDAVISSIF,Precision decreases for samples containing less than 100ugC,Contained too little nitrogen,,Results,Technicianm,,"1: Metadata checked by BK.2: 30m pom not YSIed right away, put in cooler first"
,338095,1,2017-09-12,QUADRA,HAKAI,OCEANOGRAPHY,QOMA4,2,QU39,M,50.0307,-125.0992,,260,243.0294037,TRUE,Immersion,1500,,,2017-09-12 08:52:29,2017-09-12 09:08:16,,rebecca.piercey,1,,QX4868,,,,,,9.973619109,,,13.36435033,,119.5958858,,,-26.95524387,,UCDAVISSIF,,SVC,,Collected,Technicianm,,"1: N:Contains too little nitrogen.2: 30m pom not YSIed right away, put in cooler first3: Metadata checked by BK.4: Results uploaded by EM."
,341877,1,2017-09-18,QUADRA,HAKAI,OCEANOGRAPHY,QOMA1,2,QU39,M,50.0307,-125.0992,,0,,FALSE,None,1500,,,2017-09-18 09:45:23,2017-09-18 10:42:01,,"rachel.walker,chris.mackenzie,isabelle,carrie",1,,QX5036,,,,,,51.69726914,,,4.958136952,,310.4377853,,,-25.08848375,,UCDAVISSIF,,,,Results,Technicianm,,1: Metadata checked by BK.
,341877,1,2017-09-18,QUADRA,HAKAI,OCEANOGRAPHY,QOMA1,2,QU39,M,50.0307,-125.0992,,0,,TRUE,Immersion,1500,,,2017-09-18 09:45:23,2017-09-18 10:42:01,,"rachel.walker,chris.mackenzie,isabelle,carrie",1,,QX5037,,,,,,63.7915322,,,5.475571315,,378.6710215,,,-25.24670344,,UCDAVISSIF,,,,Collected,Technicianm,,"1: Metadata checked by BK.2: Results uploaded by EM."
,341877,1,2017-09-18,QUADRA,HAKAI,OCEANOGRAPHY,QOMA1,2,QU39,M,50.0307,-125.0992,,5,4.410768,FALSE,None,1500,,,2017-09-18 09:45:23,2017-09-18 10:42:01,,"rachel.walker,chris.mackenzie,isabelle,carrie",1,,QX5038,,,,,,60.53021069,,,4.5040034,,316.564299,,,-24.83031782,,UCDAVISSIF,,,,Results,Technicianm,,1: Metadata checked by BK.
,341877,1,2017-09-18,QUADRA,HAKAI,OCEANOGRAPHY,QOMA1,2,QU39,M,50.0307,-125.0992,,5,4.410768,TRUE,Immersion,1500,,,2017-09-18 09:45:23,2017-09-18 10:42:01,,"rachel.walker,chris.mackenzie,isabelle,carrie",1,,QX5039,,,,,,76.27340139,,,5.204390596,,394.060902,,,-25.15375307,,UCDAVISSIF,,,,Collected,Technicianm,,"1: Metadata checked by BK.2: Results uploaded by EM."
