ACTION,event_pk,Replicate Number,Date,Work Area,Organization,Project,Survey,Sampling Bout,Site ID,Lat,Long,Gather Lat,Gather Long,Collection Method,Line Out Depth,Pressure Transducer Depth (m),Volume (ml),Collected,Preserved,Analyzed,Lab Technician,Project Specific ID,Hakai ID,Blank,Solid Standard,Filter Size (mm),Filter Type,Volume of Acetone (ml),Flurometer Serial #,Calibration,Acid Ratio Correction Factor,Acidification Coefficient,Calibration Slope,Before Acid,After Acid,Acid Flag,Dilution Factor,Chla,Chla Flag,Chla Final,Phaeo,Phaeo Flag,Phaeo Final,Analyzing Lab,Sample Status,Quality Level,Comments,Quality Log
,15129978,1,2021-03-30,QUADRA,HAKAI,OCEANOGRAPHY,QOMA1,1,QU39,50.0307,-125.0992,50.029971,-125.098289,,10,10.1928996,250,2021-03-30 09:33:00,2021-03-30 13:33:00,2021-06-17 19:21:23,"isabelle.desmarais,Zoe Sandwith",,QCHL12396,,,,GF/F,10,720001154,2019-05-09 00:00:00,2.35049298,1.740470343,0.00050771,17179.02,13425.11,,1,0.179192081,,,0.295334428,,,HAKAI,Results,Technicianm,,"1: CHL Metadata QCd by FM2: Event metadata QCd by EJ"
,15129978,1,2021-03-30,QUADRA,HAKAI,OCEANOGRAPHY,QOMA1,1,QU39,50.0307,-125.0992,50.029971,-125.098289,,10,10.1928996,250,2021-03-30 09:33:00,2021-03-30 13:33:00,2021-06-17 18:39:48,"isabelle.desmarais,Zoe Sandwith",,QCHL12397,,,,Bulk GF/F,10,720001154,2019-05-09 00:00:00,2.35049298,1.740470343,0.00050771,555864.25,375029.25,,1,8.632119569,,,4.623736112,,,HAKAI,Results,Technicianm,,"1: CHL Metadata QCd by FM2: Event metadata QCd by EJ"
,15129978,1,2021-03-30,QUADRA,HAKAI,OCEANOGRAPHY,QOMA1,1,QU39,50.0307,-125.0992,50.029971,-125.098289,,20,20.1673167,250,2021-03-30 09:33:00,2021-03-30 13:33:00,2021-06-17 19:00:35,"isabelle.desmarais,Zoe Sandwith",,QCHL12398,,,,20um,10,720001154,2019-05-09 00:00:00,2.35049298,1.740470343,0.00050771,443825,268698,,1,8.359649425,,,1.137801533,,,HAKAI,Results,Technicianm,,"1: CHL Metadata QCd by FM2: Event metadata QCd by EJ"
,15129978,1,2021-03-30,QUADRA,HAKAI,OCEANOGRAPHY,QOMA1,1,QU39,50.0307,-125.0992,50.029971,-125.098289,,20,20.1673167,250,2021-03-30 09:33:00,2021-03-30 13:33:00,2021-06-17 18:46:40,"isabelle.desmarais,Zoe Sandwith",,QCHL12399,,,,3um,10,720001154,2019-05-09 00:00:00,2.35049298,1.740470343,0.00050771,33110.64,21113.79,,1,0.572667037,,,0.173625027,,,HAKAI,Results,Technicianm,,"1: CHL Metadata QCd by FM2: Event metadata QCd by EJ"
,15129978,1,2021-03-30,QUADRA,HAKAI,OCEANOGRAPHY,QOMA1,1,QU39,50.0307,-125.0992,50.029971,-125.098289,,20,20.1673167,250,2021-03-30 09:33:00,2021-03-30 13:33:00,2021-06-17 18:59:58,"isabelle.desmarais,Zoe Sandwith",,QCHL12400,,,,GF/F,10,720001154,2019-05-09 00:00:00,2.35049298,1.740470343,0.00050771,41385.63,27626.12,,1,0.656807231,,,0.319670897,,,HAKAI,Results,Technicianm,,"1: CHL Metadata QCd by FM2: Event metadata QCd by EJ"
,15129978,1,2021-03-30,QUADRA,HAKAI,OCEANOGRAPHY,QOMA1,1,QU39,50.0307,-125.0992,50.029971,-125.098289,,20,20.1673167,250,2021-03-30 09:33:00,2021-03-30 13:33:00,2021-06-17 19:09:42,"isabelle.desmarais,Zoe Sandwith",,QCHL12401,,,,Bulk GF/F,10,720001154,2019-05-09 00:00:00,2.35049298,1.740470343,0.00050771,435050.62,261792.51,,1,8.270438365,,,0.982929821,,,HAKAI,Results,Technicianm,,"1: CHL Metadata QCd by FM2: Event metadata QCd by EJ"
,15129978,1,2021-03-30,QUADRA,HAKAI,OCEANOGRAPHY,QOMA1,1,QU39,50.0307,-125.0992,50.029971,-125.098289,,30,29.7778298,250,2021-03-30 09:33:00,2021-03-30 13:33:00,2021-06-17 18:46:05,"isabelle.desmarais,Zoe Sandwith",,QCHL12402,,,,20um,10,720001154,2019-05-09 00:00:00,2.35049298,1.740470343,0.00050771,486224.18,300976.65,,1,8.842750733,,,1.795627569,,,HAKAI,Results,Technicianm,,"1: CHL Metadata QCd by FM2: Event metadata QCd by EJ"
,15129978,1,2021-03-30,QUADRA,HAKAI,OCEANOGRAPHY,QOMA1,1,QU39,50.0307,-125.0992,50.029971,-125.098289,,30,29.7778298,250,2021-03-30 09:33:00,2021-03-30 13:33:00,2021-06-17 19:15:55,"isabelle.desmarais,Zoe Sandwith",,QCHL12403,,,,3um,10,720001154,2019-05-09 00:00:00,2.35049298,1.740470343,0.00050771,12056.88,8585.24,,1,0.165717984,,,0.137737553,,,HAKAI,Results,Technicianm,,"1: CHL Metadata QCd by FM2: Event metadata QCd by EJ"
,15129978,1,2021-03-30,QUADRA,HAKAI,OCEANOGRAPHY,QOMA1,1,QU39,50.0307,-125.0992,50.029971,-125.098289,,30,29.7778298,250,2021-03-30 09:33:00,2021-03-30 13:33:00,2021-06-17 19:02:28,"isabelle.desmarais,Zoe Sandwith",,QCHL12404,,,,GF/F,10,720001154,2019-05-09 00:00:00,2.35049298,1.740470343,0.00050771,14545.08,11337.08,,1,0.153133185,,,0.247589415,,,HAKAI,Results,Technicianm,,"1: CHL Metadata QCd by FM2: Event metadata QCd by EJ"
,15129978,1,2021-03-30,QUADRA,HAKAI,OCEANOGRAPHY,QOMA1,1,QU39,50.0307,-125.0992,50.029971,-125.098289,,30,29.7778298,250,2021-03-30 09:33:00,2021-03-30 13:33:00,2021-06-17 18:44:48,"isabelle.desmarais,Zoe Sandwith",,QCHL12405,,,,Bulk GF/F,10,720001154,2019-05-09 00:00:00,2.35049298,1.740470343,0.00050771,527381.81,327233.21,,1,9.554050083,,,2.012397616,,,HAKAI,Results,Technicianm,,"1: CHL Metadata QCd by FM2: Event metadata QCd by EJ"
,15129979,1,2021-03-30,QUADRA,HAKAI,OCEANOGRAPHY,QOMA1,3,QU39,50.0307,-125.0992,50.03066,-125.098593,,100,97.7772893,250,2021-03-30 10:07:00,2021-03-30 14:07:00,2021-06-17 18:44:10,"isabelle.desmarais,Zoe Sandwith",,QCHL12406,,,,Bulk GF/F,10,720001154,2019-05-09 00:00:00,2.35049298,1.740470343,0.00050771,16288.77,13693.05,,1,0.123906132,,,0.360091035,,,HAKAI,Results,Technicianm,,"1: CHL Metadata QCd by FM2: Event metadata QCd by EJ"
,15129979,1,2021-03-30,QUADRA,HAKAI,OCEANOGRAPHY,QOMA1,3,QU39,50.0307,-125.0992,50.03066,-125.098593,,260,250.3812959,250,2021-03-30 10:07:00,2021-03-30 14:07:00,2021-06-17 18:43:31,"isabelle.desmarais,Zoe Sandwith",,QCHL12407,,,,Bulk GF/F,10,720001154,2019-05-09 00:00:00,2.35049298,1.740470343,0.00050771,9807.9,9174.84,,1,0.030218982,,,0.294076669,,,HAKAI,Results,Technicianm,,"1: CHL Metadata QCd by FM2: Event metadata QCd by EJ"
,13864513,1,2021-04-05,QUADRA,HAKAI,BIOMARATHON,BIOWEEKLY,2,QU38,50.1172,-125.2226,,,,1,,250,2021-04-05 09:57:00,,2021-09-04 12:56:43,,,QCHL11808,,,,20um,10,720001154,2019-05-09 00:00:00,2.35049298,1.740470343,0.00050771,510001.68,317721.34,,3,27.53538119,,,6.155336775,,,HAKAI,Results,Technicianm,,1: CHL MetaData QC'd By KH
,13864513,1,2021-04-05,QUADRA,HAKAI,BIOMARATHON,BIOWEEKLY,2,QU38,50.1172,-125.2226,,,,1,,250,2021-04-05 09:57:00,,2021-09-04 12:58:53,,,QCHL11809,,,,3um,10,720001154,2019-05-09 00:00:00,2.35049298,1.740470343,0.00050771,16630.89,12124.11,,1,0.215130167,,,0.213410946,,,HAKAI,Results,Technicianm,,1: CHL MetaData QC'd By KH
,13864513,1,2021-04-05,QUADRA,HAKAI,BIOMARATHON,BIOWEEKLY,2,QU38,50.1172,-125.2226,,,,1,,250,2021-04-05 09:57:00,,2021-09-04 12:55:58,,,QCHL11810,,,,GF/F,10,720001154,2019-05-09 00:00:00,2.35049298,1.740470343,0.00050771,21738.17,17065.84,,1,0.223032661,,,0.380179788,,,HAKAI,Results,Technicianm,,1: CHL MetaData QC'd By KH
,13864513,1,2021-04-05,QUADRA,HAKAI,BIOMARATHON,BIOWEEKLY,2,QU38,50.1172,-125.2226,,,,1,,250,2021-04-05 09:57:00,,2021-09-04 12:53:48,,,QCHL11811,,,,Bulk GF/F,10,720001154,2019-05-09 00:00:00,2.35049298,1.740470343,0.00050771,143542.92,86647.93,,3,8.147610085,,,1.04041289,,,HAKAI,Results,Technicianm,,1: CHL MetaData QC'd By KH
,15129990,1,2021-04-05,QUADRA,HAKAI,OCEANOGRAPHY,QOMA5,1,QU39,50.0307,-125.0992,50.02942,-125.099016,,0,,250,2021-04-05 09:54:00,2021-04-05 13:17:00,2021-07-03 14:04:58,"carolyn.prentice,eva.jordison,Zoe Sandwith",,QCHL12408,,,,20um,10,720001154,2019-05-09 00:00:00,2.35049298,1.740470343,0.00050771,432819.15,268243.12,,3,23.56800347,,,4.876114578,,,HAKAI,Results,Technicianm,,"1: Event metadata QCd by EJ2: Sample metadata QCd by EJ"
,15129990,1,2021-04-05,QUADRA,HAKAI,OCEANOGRAPHY,QOMA5,1,QU39,50.0307,-125.0992,50.02942,-125.099016,,0,,250,2021-04-05 09:54:00,2021-04-05 13:17:00,2021-07-03 13:35:57,"carolyn.prentice,eva.jordison,Zoe Sandwith",,QCHL12409,,,,3um,10,720001154,2019-05-09 00:00:00,2.35049298,1.740470343,0.00050771,44642.28,29316.56,,1,0.731569926,,,0.304658818,,,HAKAI,Results,Technicianm,,"1: Event metadata QCd by EJ2: Sample metadata QCd by EJ"
,15129990,1,2021-04-05,QUADRA,HAKAI,OCEANOGRAPHY,QOMA5,1,QU39,50.0307,-125.0992,50.02942,-125.099016,,0,,250,2021-04-05 09:54:00,2021-04-05 13:17:00,2021-07-03 13:58:59,"carolyn.prentice,eva.jordison,Zoe Sandwith",,QCHL12410,,,,GF/F,10,720001154,2019-05-09 00:00:00,2.35049298,1.740470343,0.00050771,20901.29,15573.89,,1,0.254302285,,,0.296175413,,,HAKAI,Results,Technicianm,,"1: Event metadata QCd by EJ2: Sample metadata QCd by EJ"
,15129990,1,2021-04-05,QUADRA,HAKAI,OCEANOGRAPHY,QOMA5,1,QU39,50.0307,-125.0992,50.02942,-125.099016,,0,,250,2021-04-05 09:54:00,2021-04-05 13:17:00,2021-07-03 14:06:40,"carolyn.prentice,eva.jordison,Zoe Sandwith",,QCHL12411,,,,Bulk GF/F,10,720001154,2019-05-09 00:00:00,2.35049298,1.740470343,0.00050771,396481.87,241673.89,,3,22.16917621,,,3.45757856,,,HAKAI,Results,Technicianm,,"1: Event metadata QCd by EJ2: Sample metadata QCd by EJ"
,15129990,1,2021-04-05,QUADRA,HAKAI,OCEANOGRAPHY,QOMA5,1,QU39,50.0307,-125.0992,50.02942,-125.099016,,5,4.9351562,250,2021-04-05 09:54:00,2021-04-05 13:17:00,2021-07-03 13:40:37,"carolyn.prentice,eva.jordison,Zoe Sandwith",,QCHL12412,,,,20um,10,720001154,2019-05-09 00:00:00,2.35049298,1.740470343,0.00050771,405791.96,267992.46,,3,19.73348788,,,8.684050534,,,HAKAI,Results,Technicianm,,"1: Event metadata QCd by EJ2: Sample metadata QCd by EJ"
,15129990,1,2021-04-05,QUADRA,HAKAI,OCEANOGRAPHY,QOMA5,1,QU39,50.0307,-125.0992,50.02942,-125.099016,,5,4.9351562,250,2021-04-05 09:54:00,2021-04-05 13:17:00,2021-07-03 14:03:59,"carolyn.prentice,eva.jordison,Zoe Sandwith",,QCHL12413,,,,3um,10,720001154,2019-05-09 00:00:00,2.35049298,1.740470343,0.00050771,27882.8,19724.62,,1,0.389428956,,,0.30776124,,,HAKAI,Results,Technicianm,,"1: Event metadata QCd by EJ2: Sample metadata QCd by EJ"
,15129990,1,2021-04-05,QUADRA,HAKAI,OCEANOGRAPHY,QOMA5,1,QU39,50.0307,-125.0992,50.02942,-125.099016,,5,4.9351562,250,2021-04-05 09:54:00,2021-04-05 13:17:00,2021-07-03 14:32:45,"carolyn.prentice,eva.jordison,Zoe Sandwith",,QCHL12414,,,,GF/F,10,720001154,2019-05-09 00:00:00,2.35049298,1.740470343,0.00050771,39322.59,27670.09,,1,0.556229564,,,0.421802735,,,HAKAI,Results,Technicianm,,"1: Event metadata QCd by EJ2: Sample metadata QCd by EJ"
,15129990,1,2021-04-05,QUADRA,HAKAI,OCEANOGRAPHY,QOMA5,1,QU39,50.0307,-125.0992,50.02942,-125.099016,,5,4.9351562,250,2021-04-05 09:54:00,2021-04-05 13:17:00,2021-07-03 13:59:43,"carolyn.prentice,eva.jordison,Zoe Sandwith",,QCHL12415,,,,Bulk GF/F,10,720001154,2019-05-09 00:00:00,2.35049298,1.740470343,0.00050771,431783.96,264670.28,,3,23.93140599,,,4.133853198,,,HAKAI,Results,Technicianm,,"1: Event metadata QCd by EJ2: Sample metadata QCd by EJ"
,15129990,1,2021-04-05,QUADRA,HAKAI,OCEANOGRAPHY,QOMA5,1,QU39,50.0307,-125.0992,50.02942,-125.099016,,10,10.1227481,250,2021-04-05 09:54:00,2021-04-05 13:17:00,2021-07-03 13:26:39,"carolyn.prentice,eva.jordison,Zoe Sandwith",,QCHL12416,,,,20um,10,720001154,2019-05-09 00:00:00,2.35049298,1.740470343,0.00050771,420227.43,259701.28,,3,22.98804303,,,4.550310476,,,HAKAI,Results,Technicianm,,"1: Event metadata QCd by EJ2: Sample metadata QCd by EJ"
,15129990,1,2021-04-05,QUADRA,HAKAI,OCEANOGRAPHY,QOMA5,1,QU39,50.0307,-125.0992,50.02942,-125.099016,,10,10.1227481,250,2021-04-05 09:54:00,2021-04-05 13:17:00,2021-07-03 14:02:59,"carolyn.prentice,eva.jordison,Zoe Sandwith",,QCHL12417,,,,3um,10,720001154,2019-05-09 00:00:00,2.35049298,1.740470343,0.00050771,28097.52,20143.28,,1,0.379693924,,,0.332294308,,,HAKAI,Results,Technicianm,,"1: Event metadata QCd by EJ2: Sample metadata QCd by EJ"
,15129990,1,2021-04-05,QUADRA,HAKAI,OCEANOGRAPHY,QOMA5,1,QU39,50.0307,-125.0992,50.02942,-125.099016,,10,10.1227481,250,2021-04-05 09:54:00,2021-04-05 13:17:00,2021-07-03 13:26:04,"carolyn.prentice,eva.jordison,Zoe Sandwith",,QCHL12418,,,,GF/F,10,720001154,2019-05-09 00:00:00,2.35049298,1.740470343,0.00050771,14713.05,11928.6,,1,0.132915118,,,0.288715462,,,HAKAI,Results,Technicianm,,"1: Event metadata QCd by EJ2: Sample metadata QCd by EJ"
,15129990,1,2021-04-05,QUADRA,HAKAI,OCEANOGRAPHY,QOMA5,1,QU39,50.0307,-125.0992,50.02942,-125.099016,,10,10.1227481,250,2021-04-05 09:54:00,2021-04-05 13:17:00,2021-07-03 14:31:01,"carolyn.prentice,eva.jordison,Zoe Sandwith",,QCHL12419,,,,Bulk GF/F,10,720001154,2019-05-09 00:00:00,2.35049298,1.740470343,0.00050771,416570.4,254457.34,,3,23.21529545,,,3.766998138,,,HAKAI,Results,Technicianm,,"1: Event metadata QCd by EJ2: Sample metadata QCd by EJ"
,15129990,1,2021-04-05,QUADRA,HAKAI,OCEANOGRAPHY,QOMA5,1,QU39,50.0307,-125.0992,50.02942,-125.099016,,20,20.0886817,250,2021-04-05 09:54:00,2021-04-05 13:17:00,2021-07-03 14:04:27,"carolyn.prentice,eva.jordison,Zoe Sandwith",,QCHL12420,,,,20um,10,720001154,2019-05-09 00:00:00,2.35049298,1.740470343,0.00050771,293512.09,179922.56,,1,5.422171619,,,0.937405638,,,HAKAI,Results,Technicianm,,"1: Event metadata QCd by EJ2: Sample metadata QCd by EJ"
,15129990,1,2021-04-05,QUADRA,HAKAI,OCEANOGRAPHY,QOMA5,1,QU39,50.0307,-125.0992,50.02942,-125.099016,,20,20.0886817,250,2021-04-05 09:54:00,2021-04-05 13:17:00,2021-07-03 13:36:26,"carolyn.prentice,eva.jordison,Zoe Sandwith",,QCHL12421,,,,3um,10,720001154,2019-05-09 00:00:00,2.35049298,1.740470343,0.00050771,56585.63,37129.59,,1,0.928729857,,,0.383659741,,,HAKAI,Results,Technicianm,,"1: Event metadata QCd by EJ2: Sample metadata QCd by EJ"
,15129990,1,2021-04-05,QUADRA,HAKAI,OCEANOGRAPHY,QOMA5,1,QU39,50.0307,-125.0992,50.02942,-125.099016,,20,20.0886817,250,2021-04-05 09:54:00,2021-04-05 13:17:00,2021-07-03 13:36:57,"carolyn.prentice,eva.jordison,Zoe Sandwith",,QCHL12422,,,,GF/F,10,720001154,2019-05-09 00:00:00,2.35049298,1.740470343,0.00050771,35646.01,25568.36,,1,0.481054441,,,0.422689708,,,HAKAI,Results,Technicianm,,"1: Event metadata QCd by EJ2: Sample metadata QCd by EJ"
,15129990,1,2021-04-05,QUADRA,HAKAI,OCEANOGRAPHY,QOMA5,1,QU39,50.0307,-125.0992,50.02942,-125.099016,,20,20.0886817,250,2021-04-05 09:54:00,2021-04-05 13:17:00,2021-07-03 14:03:25,"carolyn.prentice,eva.jordison,Zoe Sandwith",,QCHL12423,,,,Bulk GF/F,10,720001154,2019-05-09 00:00:00,2.35049298,1.740470343,0.00050771,380019.12,235977.25,,1,6.875807475,,,1.465089588,,,HAKAI,Results,Technicianm,,"1: Event metadata QCd by EJ2: Sample metadata QCd by EJ"
,15129990,1,2021-04-05,QUADRA,HAKAI,OCEANOGRAPHY,QOMA5,1,QU39,50.0307,-125.0992,50.02942,-125.099016,,30,29.5191457,250,2021-04-05 09:54:00,2021-04-05 13:17:00,2021-07-03 13:40:01,"carolyn.prentice,eva.jordison,Zoe Sandwith",,QCHL12424,,,,20um,10,720001154,2019-05-09 00:00:00,2.35049298,1.740470343,0.00050771,50169.24,32107.8,,1,0.862158928,,,0.272729519,,,HAKAI,Results,Technicianm,,"1: Event metadata QCd by EJ2: Sample metadata QCd by EJ"
,15129990,1,2021-04-05,QUADRA,HAKAI,OCEANOGRAPHY,QOMA5,1,QU39,50.0307,-125.0992,50.02942,-125.099016,,30,29.5191457,250,2021-04-05 09:54:00,2021-04-05 13:17:00,2021-07-03 14:09:35,"carolyn.prentice,eva.jordison,Zoe Sandwith",,QCHL12425,,,,3um,10,720001154,2019-05-09 00:00:00,2.35049298,1.740470343,0.00050771,11286.86,8154.32,,1,0.149531119,,,0.138693037,,,HAKAI,Results,Technicianm,,"1: Event metadata QCd by EJ2: Sample metadata QCd by EJ"
,15129990,1,2021-04-05,QUADRA,HAKAI,OCEANOGRAPHY,QOMA5,1,QU39,50.0307,-125.0992,50.02942,-125.099016,,30,29.5191457,250,2021-04-05 09:54:00,2021-04-05 13:17:00,2021-07-03 13:37:25,"carolyn.prentice,eva.jordison,Zoe Sandwith",,QCHL12426,,,,GF/F,10,720001154,2019-05-09 00:00:00,2.35049298,1.740470343,0.00050771,11288.45,9664.83,,1,0.077503149,,,0.264111783,,,HAKAI,Results,Technicianm,,"1: Event metadata QCd by EJ2: Sample metadata QCd by EJ"
,15129990,1,2021-04-05,QUADRA,HAKAI,OCEANOGRAPHY,QOMA5,1,QU39,50.0307,-125.0992,50.02942,-125.099016,,30,29.5191457,250,2021-04-05 09:54:00,2021-04-05 13:17:00,2021-07-03 14:02:30,"carolyn.prentice,eva.jordison,Zoe Sandwith",,QCHL12427,,,,Bulk GF/F,10,720001154,2019-05-09 00:00:00,2.35049298,1.740470343,0.00050771,44064.04,32531.97,,1,0.550480864,,,0.599400376,,,HAKAI,Results,Technicianm,,"1: Event metadata QCd by EJ2: Sample metadata QCd by EJ"
,15129990,1,2021-04-05,QUADRA,HAKAI,OCEANOGRAPHY,QOMA5,1,QU39,50.0307,-125.0992,50.02942,-125.099016,,100,97.2423325,250,2021-04-05 09:54:00,2021-04-05 13:17:00,2021-07-03 13:37:56,"carolyn.prentice,eva.jordison,Zoe Sandwith",,QCHL12428,,,,Bulk GF/F,10,720001154,2019-05-09 00:00:00,2.35049298,1.740470343,0.00050771,19753.56,16215.12,,1,0.168906667,,,0.404236069,,,HAKAI,Results,Technicianm,,"1: Event metadata QCd by EJ2: Sample metadata QCd by EJ"
,15129990,1,2021-04-05,QUADRA,HAKAI,OCEANOGRAPHY,QOMA5,1,QU39,50.0307,-125.0992,50.02942,-125.099016,,260,248.2822046,250,2021-04-05 09:54:00,2021-04-05 13:17:00,2021-07-03 13:39:31,"carolyn.prentice,eva.jordison,Zoe Sandwith",,QCHL12429,,,,Bulk GF/F,10,720001154,2019-05-09 00:00:00,2.35049298,1.740470343,0.00050771,12249.52,10979.01,,1,0.06064752,,,0.32741867,,,HAKAI,Results,Technicianm,,"1: Event metadata QCd by EJ2: Sample metadata QCd by EJ"
,13864752,1,2021-04-10,CALVERT,HAKAI,OCEANOGRAPHY,KWAK,1,KC10,51.6505,-127.9516,,,,0,,250,2021-04-10 09:31:00,2021-04-10 13:32:00,2021-06-10 12:32:05,"chris.osullivan,eva.jordison,Finn Short",,CHL13544,,,,20um,10,720001154,2019-05-09 00:00:00,2.35049298,1.740470343,0.00050771,241916.57,151267.45,,3,12.98134834,,,3.058836412,,,HAKAI,Results,Technicianm,,"1: chl metadata qcd by CM2: Event QC'd by CO"
,13864752,1,2021-04-10,CALVERT,HAKAI,OCEANOGRAPHY,KWAK,1,KC10,51.6505,-127.9516,,,,0,,250,2021-04-10 09:31:00,2021-04-10 13:32:00,2021-06-10 13:59:05,"chris.osullivan,eva.jordison,Finn Short",,CHL13545,,,,3um,10,720001154,2019-05-09 00:00:00,2.35049298,1.740470343,0.00050771,47895.55,31405.1,,1,0.78716806,,,0.322882618,,,HAKAI,Results,Technicianm,,"1: chl metadata qcd by CM2: Event QC'd by CO"
,13864752,1,2021-04-10,CALVERT,HAKAI,OCEANOGRAPHY,KWAK,1,KC10,51.6505,-127.9516,,,,0,,250,2021-04-10 09:31:00,2021-04-10 13:32:00,2021-06-10 12:31:29,"chris.osullivan,eva.jordison,Finn Short",,CHL13546,,,,GF/F,10,720001154,2019-05-09 00:00:00,2.35049298,1.740470343,0.00050771,78935.38,51844.46,,1,1.2931792,,,0.53932501,,,HAKAI,Results,Technicianm,,"1: chl metadata qcd by CM2: Event QC'd by CO"
,13864752,1,2021-04-10,CALVERT,HAKAI,OCEANOGRAPHY,KWAK,1,KC10,51.6505,-127.9516,,,,0,,250,2021-04-10 09:31:00,2021-04-10 13:32:00,2021-06-10 14:38:26,"chris.osullivan,eva.jordison,Finn Short",,CHL13547,,,,Bulk GF/F,10,720001154,2019-05-09 00:00:00,2.35049298,1.740470343,0.00050771,376985.34,238059.76,,3,19.89474744,,,5.348770142,,,HAKAI,Results,Technicianm,,"1: chl metadata qcd by CM2: Event QC'd by CO"
,13864752,1,2021-04-10,CALVERT,HAKAI,OCEANOGRAPHY,KWAK,1,KC10,51.6505,-127.9516,,,,5,5.2879458,250,2021-04-10 09:31:00,2021-04-10 13:32:00,2021-06-10 13:56:04,"chris.osullivan,eva.jordison,Finn Short",,CHL13548,,,,20um,10,720001154,2019-05-09 00:00:00,2.35049298,1.740470343,0.00050771,295773.62,185604.18,,3,15.77674309,,,3.904459566,,,HAKAI,Results,Technicianm,,"1: chl metadata qcd by CM2: Event QC'd by CO"
,13864752,1,2021-04-10,CALVERT,HAKAI,OCEANOGRAPHY,KWAK,1,KC10,51.6505,-127.9516,,,,5,5.2879458,250,2021-04-10 09:31:00,2021-04-10 13:32:00,2021-06-10 14:31:53,"chris.osullivan,eva.jordison,Finn Short",,CHL13549,,,,3um,10,720001154,2019-05-09 00:00:00,2.35049298,1.740470343,0.00050771,21694.45,15768.08,,1,0.282893989,,,0.274447586,,,HAKAI,Results,Technicianm,,"1: chl metadata qcd by CM2: Event QC'd by CO"
,13864752,1,2021-04-10,CALVERT,HAKAI,OCEANOGRAPHY,KWAK,1,KC10,51.6505,-127.9516,,,,5,5.2879458,250,2021-04-10 09:31:00,2021-04-10 13:32:00,2021-06-10 13:54:52,"chris.osullivan,eva.jordison,Finn Short",,CHL13550,,,,GF/F,10,720001154,2019-05-09 00:00:00,2.35049298,1.740470343,0.00050771,15742.59,12370.89,,1,0.160947369,,,0.276316477,,,HAKAI,Results,Technicianm,,"1: chl metadata qcd by CM2: Event QC'd by CO"
,13864752,1,2021-04-10,CALVERT,HAKAI,OCEANOGRAPHY,KWAK,1,KC10,51.6505,-127.9516,,,,5,5.2879458,250,2021-04-10 09:31:00,2021-04-10 13:32:00,2021-06-10 14:23:56,"chris.osullivan,eva.jordison,Finn Short",,CHL13551,,,,Bulk GF/F,10,720001154,2019-05-09 00:00:00,2.35049298,1.740470343,0.00050771,360763.81,224297.56,,3,19.54256068,,,4.241632828,,,HAKAI,Results,Technicianm,,"1: chl metadata qcd by CM2: Event QC'd by CO"
,13864752,1,2021-04-10,CALVERT,HAKAI,OCEANOGRAPHY,KWAK,1,KC10,51.6505,-127.9516,,,,10,10.70987,250,2021-04-10 09:31:00,2021-04-10 13:32:00,2021-06-10 14:01:48,"chris.osullivan,eva.jordison,Finn Short",,CHL13552,,,,20um,10,720001154,2019-05-09 00:00:00,2.35049298,1.740470343,0.00050771,487553.75,305881.25,,1,8.67209745,,,2.139639782,,,HAKAI,Results,Technicianm,,"1: chl metadata qcd by CM2: Event QC'd by CO"
,13864752,1,2021-04-10,CALVERT,HAKAI,OCEANOGRAPHY,KWAK,1,KC10,51.6505,-127.9516,,,,10,10.70987,250,2021-04-10 09:31:00,2021-04-10 13:32:00,2021-06-10 12:38:25,"chris.osullivan,eva.jordison,Finn Short",,CHL13553,,,,3um,10,720001154,2019-05-09 00:00:00,2.35049298,1.740470343,0.00050771,23307.96,16520.72,,1,0.323987432,,,0.259957101,,,HAKAI,Results,Technicianm,,"1: chl metadata qcd by CM2: Event QC'd by CO"
,13864752,1,2021-04-10,CALVERT,HAKAI,OCEANOGRAPHY,KWAK,1,KC10,51.6505,-127.9516,,,,10,10.70987,250,2021-04-10 09:31:00,2021-04-10 13:32:00,2021-06-10 14:29:55,"chris.osullivan,eva.jordison,Finn Short",,CHL13554,,,,GF/F,10,720001154,2019-05-09 00:00:00,2.35049298,1.740470343,0.00050771,39580.49,28351.42,,1,0.536017225,,,0.466097495,,,HAKAI,Results,Technicianm,,"1: chl metadata qcd by CM2: Event QC'd by CO"
,13864752,1,2021-04-10,CALVERT,HAKAI,OCEANOGRAPHY,KWAK,1,KC10,51.6505,-127.9516,,,,10,10.70987,250,2021-04-10 09:31:00,2021-04-10 13:32:00,2021-06-10 14:30:35,"chris.osullivan,eva.jordison,Finn Short",,CHL13555,,,,Bulk GF/F,10,720001154,2019-05-09 00:00:00,2.35049298,1.740470343,0.00050771,581117.37,368087.03,,1,10.16895715,,,2.841517491,,,HAKAI,Results,Technicianm,,"1: chl metadata qcd by CM2: Event QC'd by CO"
,13864752,1,2021-04-10,CALVERT,HAKAI,OCEANOGRAPHY,KWAK,1,KC10,51.6505,-127.9516,,,,20,20.5910241,250,2021-04-10 09:31:00,2021-04-10 13:32:00,2021-06-10 14:00:59,"chris.osullivan,eva.jordison,Finn Short",,CHL13556,,,,20um,10,720001154,2019-05-09 00:00:00,2.35049298,1.740470343,0.00050771,395281.56,252234.57,,1,6.828317094,,,2.087214315,,,HAKAI,Results,Technicianm,,"1: chl metadata qcd by CM2: Event QC'd by CO"
